BPUIC1;BPUIC2;DISTANCE
8504182;8504181;1.6444
8508269;8508268;1.2767
8501388;8501395;1.3473
8508001;8504410;3.8938
8508100;8508181;1.3736
8505406;8505405;3.0056
8501081;8501091;0.9797
8507273;8507290;3.0066
8504138;8504137;4.6396
8508218;8508217;2.979
8509416;8509414;4.6322
8506378;8506382;0.5159
8500209;8500208;2.7521
8508053;8508055;0.8135
8507272;8507271;2.1483
8503292;8503284;3.4085
8500202;8500201;2.6795
8506000;8506044;1.6017
8504219;8504209;2.6745
8501423;8501424;2.754
8516353;8502024;1.6472
8503117;8506200;10.2757
8508217;8508216;3.9896
8502008;8502009;5.2093
8503122;8503121;2.7234
8500285;8500283;2.0297
8509197;8509195;6.9681
8502162;8516450;0.5389
8501501;8501502;4.412
8504100;8504030;3.874
8502211;8502119;2.8001
8503222;8503221;3.0859
8504208;8504209;1.4162
8501425;8501424;3.3861
8530303;8501561;2.7383
8501012;8501022;1.8464
8504023;8504024;4.8443
8505470;8505472;1.9646
8507292;8507291;2.9089
8503231;8503230;0.908
8505391;8505399;1.0891
8500109;8500113;13.1653
8502100;8502121;1.621
8505493;8505494;1.6115
8501031;8501033;7.1263
8502102;8502103;3.0936
8506013;8506012;1.9484
8501021;8501011;1.0066
8501301;8501302;1.0707
8503314;8503312;1.9453
8500302;8500301;3.3606
8503230;8503228;2.9665
8504462;8504472;0.6653
8508070;8504410;0.5508
8501105;8501106;2.1213
8506203;8506202;1.69
8508314;8508323;0.6323
8506351;8506350;1.2388
8507008;8507009;2.7921
8503136;8503137;2.363
8500171;8500164;0.7004
8506107;8506217;3.5975
8501104;8501100;8.0563
8507382;8507383;2.0212
8507083;8507091;0.6763
8508319;8516351;1.0713
8506398;8506121;2.9831
8506311;8506312;2.3364
8506201;8506200;2.2617
8502277;8502187;0.6636
8501054;8501037;0.8881
8501115;8501114;6.1
8516351;8508321;0.9466
8502191;8502192;0.8076
8506367;8506368;0.4503
8508207;8508208;5.6673
8505178;8505179;1.0182
8501112;8501194;2.3728
8517142;8516155;1.427
8500117;8500116;1.9978
8500218;8500028;11.1325
8507003;8507002;3.1934
8503284;8503283;3.5036
8501509;8501507;9.9792
8505410;8505408;0.863
8503008;8503007;2.8398
8503226;8503227;2.744
8508051;8508052;0.6536
8504471;8504470;0.7457
8507006;8507005;3.0934
8501104;8501103;2.8178
8504300;8504301;4.213
8501157;8501156;1.1206
8502274;8502188;0.375
8503414;8503415;1.65
8504065;8504066;2.3174
8503305;8503303;4.4773
8504064;8504065;6.1057
8504414;8504413;3.4423
8508201;8508200;4.2328
8504191;8504192;1.04
8503428;8506148;1.569
8508193;8508152;0.4904
8500174;8500190;2.3539
8503055;8503054;2.2276
8501687;8518885;2.8701
8508265;8508080;3.2614
8500207;8500280;0.6473
8500010;8500020;4.8387
8508253;8508252;1.053
8509250;8509256;4.1671
8501008;8501007;3.9247
8508212;8508211;4.0821
8509155;8509154;2.936
8502201;8515997;2.445
8501452;8501458;1.8631
8500025;8500026;1.954
8500102;8500135;1.6677
8501393;8501392;1.0457
8507065;8507064;1.0359
8501376;8501384;1.2724
8508005;8508006;6.457
8502204;8516187;0.646
8502111;8502112;2.4562
8504101;8519133;4.7375
8504013;8504040;3.8563
8502104;8502103;4.2148
8501391;8501392;2.8288
8506001;8506002;1.9177
8504007;8504012;2.4619
8508062;8508063;1.6313
8505304;8518475;3.0881
8502028;8502012;2.16
8501400;8501461;3.1765
8501402;8530523;0.5725
8505003;8505002;2.3867
8505172;8505173;2.9783
8501374;8501383;0.2003
8507274;8507290;1.5931
8502189;8502103;1.1248
8505201;8505202;6.8348
8506101;8506102;2.4743
8509194;8509195;2.4571
8504136;8504137;3.7119
8503000;8503003;1.4299
8501377;8501385;1.3542
8509000;8509006;0.9999
8506319;8506318;3.1085
8501672;8501729;1.0301
8501684;8501683;3.2802
8506125;8506124;2.4292
8501420;8501403;3.0363
8503528;8503529;2.5237
8509193;8509192;3.6944
8500272;8500273;0.5404
8506311;8506278;0.896
8507067;8507066;0.8392
8508305;8508329;1.445
8503400;8503401;3.1409
8501302;8501303;2.2514
8505004;8505005;5.0575
8501013;8501022;0.828
8503115;8503116;2.8283
8500176;8500175;1.7395
8502273;8502248;0.2323
8503528;8503525;1.1249
8504023;8504021;9.6987
8501565;8501566;2.8294
8503402;8503405;3.9151
8504488;8504487;2.9306
8505417;8505401;2.7218
8518459;8502204;3.1072
8503119;8503225;2.6834
8501504;8501503;2.5535
8500309;8503503;3.8354
8507068;8507067;1.7425
8503211;8503209;3.74
8501394;8501393;2.8303
8501014;8501015;1.4534
8507064;8589198;1.4106
8502203;8515996;0.7809
8503006;8503007;0.8037
8501669;8501670;1.5368
8506046;8506045;2.3034
8503124;8503123;2.859
8508052;8508054;0.8829
8503118;8503119;6.3122
8504007;8504014;5.9777
8502221;8502222;5.3382
8501095;8501085;1.2435
8509171;8509173;4.7228
8508254;8508253;3.0741
8504226;8504225;2.3315
8501664;8501663;2.5324
8503294;8503286;2.0602
8501202;8501201;1.6242
8501063;8501057;2.4392
8501035;8501042;2.1318
8519370;8509354;1.048
8505397;8505398;1.4978
8502176;8502167;0.3135
8504301;8504302;2.9265
8505000;8508219;4.0451
8504381;8504382;1.6148
8504295;8504296;2.5304
8502113;8519685;0.8924
8502019;8502027;1.0797
8508327;8508312;3.6429
8509155;8509156;2.395
8508329;8508304;2.3759
8501454;8593467;0.8394
8501505;8501510;2.7633
8506125;8588122;1.6557
8501153;8501154;2.4209
8503086;8503093;1.5929
8509078;8509195;3.4073
8508327;8508313;1.8876
8506316;8506317;3.1185
8506297;8506298;3.9325
8509417;8509416;3.1124
8501562;8501561;2.067
8517377;8502273;0.382
8509260;8509262;8.4643
8509411;8509406;9.6563
8516161;8504410;4.144
8504135;8504136;2.0352
8506047;8506046;4.1555
8505862;8505408;3.6607
8503467;8503466;2.5255
8502166;8502167;2.0285
8506131;8506198;2.2215
8502203;8515995;1.1491
8503118;8503116;3.0954
8501462;8501229;1.1015
8501378;8501379;3.1424
8509170;8509171;1.989
8502160;8502189;0.5714
8503134;8506009;3.8952
8504135;8504134;1.6702
8501173;8501174;0.4995
8505213;8505214;3.1524
8505495;8505496;2.0944
8504117;8504104;1.1735
8508210;8508208;9.0542
8502227;8518459;0.7531
8501300;8501380;0.1761
8505226;8507381;1.2081
8508260;8508202;2.8536
8505597;8505599;1.3578
8503107;8503108;2.4827
8506308;8516270;1.469
8506004;8506003;1.4409
8500176;8500177;2.275
8503306;8503305;5.7719
8503402;8503401;2.8521
8501082;8501083;0.6485
8506362;8506364;1.7429
8509363;8509361;1.6603
8503289;8503209;1.4255
8501094;8501083;1.2925
8509006;8509051;1.6775
8504077;8504078;1.6971
8501082;8501093;1.6871
8501487;8530523;0.5709
8503234;8503233;1.9635
8504219;8504220;2.0459
8506194;8506193;2.9663
8507076;8507075;3.3867
8508204;8508203;2.9333
8504383;8504384;2.4193
8509266;8509265;3.8652
8506359;8506358;0.589
8509004;8509411;5.9003
8501577;8501576;2.7251
8518963;8500206;0.869
8501020;8501011;1.001
8501113;8501114;3.4992
8500292;8500212;2.4594
8502276;8502187;0.8559
8505214;8505216;11.1711
8502185;8502272;0.3362
8503231;8503232;2.7589
8501045;8501048;1.7445
8500303;8500302;6.3866
8505394;8530789;0.3975
8504403;8504402;2.5659
8530261;8501285;0.595
8503203;8503202;2.1342
8507070;8507094;1.695
8500186;8500126;3.6533
8530709;8530708;1.0187
8506184;8506185;2.8023
8504206;8504205;4.1822
8501092;8501080;1.2361
8507003;8507005;5.0797
8503463;8503424;2.3354
8502113;8502114;5.869
8501466;8501453;1.6874
8503010;8503009;1.8749
8507096;8508054;1.5296
8503237;8503238;1.5905
8506015;8516218;2.0589
8507288;8507298;1.0397
8504182;8504183;2.8416
8503411;8503410;3.536
8508305;8508306;4.0783
8503309;8503340;1.6141
8507296;8507286;2.353
8516176;8500329;2.9066
8506283;8506282;1.4814
8500217;8500216;2.4145
8502019;8502029;2.2741
8530225;8504388;1.0058
8508297;8508295;5.5068
8500214;8500213;2.3208
8506025;8506024;3.6827
8500286;8500287;2.5433
8501390;8501382;0.6512
8507274;8507275;2.7104
8504412;8504413;4.2338
8504201;8504200;3.5772
8503307;8503305;4.7765
8505399;8530790;0.4143
8503051;8503090;1.4623
8501402;8501403;4.0049
8502217;8502218;4.1997
8504400;8516444;1.7062
8501094;8501084;1.1282
8501229;8501463;0.603
8506182;8506168;1.2638
8501404;8501403;6.2897
8502212;8502213;3.8795
8505165;8505164;2.4512
8509072;8509071;2.6483
8501505;8501504;3.1827
8501426;8501425;3.3852
8503102;8503111;1.1168
8506354;8506353;1.0663
8503104;8503105;2.9571
8505302;8505301;4.3447
8508202;8508256;1.0965
8504100;8519133;1.4844
8504232;8504231;1.2205
8501229;8501457;0.9268
8501420;8501421;2.8554
8501115;8501116;3.5119
8501498;8501446;0.8448
8508008;8508006;10.1392
8508005;8508081;1.0688
8503095;8503094;1.5088
8505861;8505862;5.9497
8500120;8500109;3.263
8502114;8502115;3.0855
8501462;8501726;0.5286
8503122;8503123;5.8628
8503239;8503240;0.4886
8500128;8500144;1.9014
8501042;8501036;2.4348
8509401;8509402;5.6488
8501494;8501495;0.7469
8505219;8505300;4.3512
8506000;8506001;2.0594
8507295;8507294;1.5146
8502000;8502001;4.4574
8507088;8507095;2.5965
8503000;8503011;1.4665
8504184;8504183;2.9938
8509194;8509193;2.3313
8503051;8503052;0.8459
8500274;8500273;0.6836
8503315;8503316;1.3297
8508068;8508066;3.1896
8501201;8501200;1.5044
8507483;8507100;8.5333
8505004;8505003;8.6074
8502213;8502271;1.304
8507492;8510470;1.8428
8509004;8509003;2.0274
8505209;8505212;15.73
8507478;8501605;37.2417
8501399;8501398;2.404
8503509;8503001;3.3416
8504216;8504215;4.3376
8505594;8505578;0.9482
8506106;8506217;2.8269
8530709;8504509;0.6959
8500300;8500313;3.4289
8500027;8500026;2.9484
8506138;8506137;2.9078
8500205;8518963;1.0305
8509182;8509183;1.4695
8505204;8505205;6.543
8501113;8501112;2.5806
8503205;8503204;3.9402
8500024;8500023;2.6651
8504416;8504441;2.2483
8506372;8506373;1.1065
8501683;8501605;6.9469
8504461;8504469;0.4701
8507270;8501399;1.7803
8504194;8504192;4.736
8509265;8509264;3.0294
8530064;8501487;0.4947
8503139;8503138;4.903
8508068;8500207;2.4701
8504071;8504070;2.5679
8506135;8506136;3.3205
8501686;8501685;5.0879
8593776;8501477;0.3803
8502205;8517112;1.4744
8502166;8502165;1.53
8504483;8504188;4.2449
8506197;8506198;2.3868
8501391;8504070;2.0577
8500144;8500127;3.4564
8504086;8504067;1.4679
8507277;8507276;2.0591
8503317;8503316;2.8624
8516270;8506309;4.0931
8508309;8508310;3.7043
8501379;8504070;0.9054
8503290;8503282;1.4116
8503235;8503234;1.5673
8509000;8509150;0.6651
8517377;8502274;0.3587
8504028;8504030;4.5833
8503464;8518243;1.3318
8508151;8594258;0.5292
8505180;8509179;1.1354
8502174;8502161;1.5712
8500102;8500103;2.4104
8530708;8504398;0.3671
8503313;8503312;2.1446
8502010;8502006;4.2738
8500122;8500121;3.3883
8506302;8506392;2.9463
8501675;8501676;2.8059
8505180;8505179;1.4014
8506380;8506381;2.0128
8518452;8501118;2.156
8501058;8501065;0.8896
8509051;8509053;5.0766
8503304;8506000;5.6469
8502212;8502211;2.7195
8506400;8506352;0.9857
8507083;8507084;1.9392
8505588;8505597;0.7646
8506049;8506048;5.3205
8502220;8502229;1.2694
8505588;8505593;0.8069
8509061;8509062;1.3238
8517484;8501470;0.8161
8504482;8504483;3.4461
8506215;8506214;1.415
8506190;8506105;2.8242
8509366;8509367;1.7012
8504303;8504304;4.5971
8506311;8506306;0.9468
8502004;8502005;2.9367
8501482;8501725;0.3528
8500173;8500167;0.3491
8506211;8506212;4.2133
8508204;8508205;3.0954
8509404;8509406;4.9216
8501200;8502476;0.9877
8506365;8506366;0.3875
8500181;8500178;1.1796
8501280;8501264;0.3605
8509350;8509253;1.9372
8503097;8503089;1.199
8509255;8509352;0.9251
8503053;8503054;0.6158
8502123;8502103;2.2295
8505219;8505218;2.1064
8509059;8509058;1.084
8501153;8501152;2.1564
8504072;8504073;1.2443
8503006;8503015;2.4158
8507384;8507389;3.8634
8501099;8501089;1.0147
8502119;8502114;3.7007
8504203;8504205;7.345
8504415;8504414;2.7913
8501155;8501154;1.1397
8502206;8502208;9.7956
8504482;8504490;1.9672
8506302;8506301;3.5905
8503318;8503317;2.4787
8506174;8506173;1.1117
8501203;8501300;1.4413
8507295;8507286;2.2144
8506385;8506384;0.7438
8503462;8503424;3.1669
8504106;8504105;1.9539
8530783;8501157;1.0001
8507092;8507077;2.1911
8507287;8507297;1.9546
8530334;8501563;0.488
8508064;8508063;2.3404
8503299;8503110;1.7013
8501375;8501384;1.1466
8500211;8518690;1.1128
8506170;8506177;1.7488
8503504;8503503;4.9015
8501023;8501030;8.4754
8501476;8593775;0.5182
8518100;8506361;0.837
8509359;8509358;2.1895
8501177;8501176;2.505
8505499;8505497;1.6889
8502101;8502122;1.5971
8508153;8508154;0.6598
8501468;8501554;0.6622
8503420;8503404;3.0062
8503508;8517376;0.5213
8516274;8516273;2.66
8501110;8504200;6.4343
8503113;8503110;1.9481
8504089;8504088;0.8261
8507471;8507470;2.2827
8506045;8506000;5.4696
8507296;8507297;1.8327
8506352;8506353;0.8124
8504062;8504061;1.547
8502000;8508103;3.1933
8505404;8505405;4.2025
8501460;8530378;0.455
8508392;8508384;0.6979
8501952;8501951;2.9434
8506009;8506008;3.143
8502011;8502007;2.1296
8506100;8506171;0.4697
8507292;8507284;3.0781
8506389;8506388;0.7571
8501488;8530246;0.2999
8506179;8506173;2.1886
8519306;8506371;0.7515
8506290;8506392;5.0261
8504415;8504441;2.1071
8502120;8502121;3.2714
8506375;8506470;0.7433
8504086;8504079;1.6447
8506011;8506012;3.5032
8502021;8502028;1.0307
8504419;8518771;2.269
8503226;8503225;1.5438
8501400;8501304;5.4712
8509413;8509412;7.181
8506175;8506174;1.6014
8517527;8515994;0.684
8500181;8500180;0.9568
8500090;8500010;2.569
8508185;8508186;1.9809
8502164;8502163;2.9037
8507085;8507086;1.8763
8508318;8508390;2.1144
8500169;8500191;1.3441
8509070;8509071;2.3074
8530463;8501465;0.8754
8502122;8502100;2.722
8503300;8503301;4.4287
8501488;8501490;2.1498
8504308;8504309;2.9927
8507379;8507560;1.9696
8508320;8508319;2.6365
8509269;8509263;1.8222
8500165;8500171;2.0535
8504316;8504317;1.7945
8509373;8509356;3.7522
8501055;8519077;1.6394
8502224;8502225;4.0688
8506280;8506281;2.0847
8501035;8501033;5.1827
8506307;8516271;1.836
8508089;8508088;1.1182
8504305;8504304;1.9383
8503414;8503408;1.9234
8501386;8501377;1.6776
8501058;8501056;1.2104
8507492;8507493;1.6024
8509252;8509251;2.4886
8505004;8503280;2.7453
8504467;8504468;3.5694
8506395;8506394;3.2286
8530430;8501464;0.6095
8509357;8509358;1.5313
8507076;8507092;0.8162
8509366;8509365;2.507
8518771;8500200;3.7698
8500303;8500320;3.1187
8504223;8504224;1.9495
8506205;8506206;6.1868
8508395;8530800;0.3882
8506286;8506271;2.8252
8501164;8501165;0.4894
8508161;8594258;1.3806
8509183;8509167;4.1228
8501172;8501173;3.0712
8506102;8506103;3.4457
8501661;8505163;14.4298
8500294;8500293;0.7179
8501684;8501685;4.8902
8505306;8505305;4.821
8500174;8500167;3.6623
8506387;8506388;0.6038
8501664;8501665;1.3853
8507000;8504495;2.9024
8501105;8501104;7.665
8501468;8517484;0.5887
8506313;8506351;0.6705
8501012;8501021;0.973
8502021;8505000;4.9073
8500329;8503411;1.4542
8504234;8504236;6.1781
8502022;8502017;2.9775
8502181;8502182;0.4918
8501006;8501000;0.851
8504223;8504222;4.2329
8505209;8505114;57.673
8516161;8508103;49.0228
8504234;8504232;6.0757
8504203;8504201;8.0408
8501609;8501636;6.076
8505003;8502202;6.0862
8500218;8508103;5.4902
8508103;8500207;27.9072
8502113;8502111;6.7155
